Salaries,Overtime,Other_Salaries,Total_Salary,Retirement,Health/Dental,Other_Benefits,Total_Benefits,Total_Compensation
108374.62,2793.97,15722.11,126890.7,20944.82,12918.23,2094.52,35957.57,162848.27
80049,817,1102.36,81968.36,15944.48,12918.28,6695.68,35558.44,117526.8
48677.56,13879.04,4116.39,66672.99,11152.26,12502.41,5316.83,28971.5,95644.49
77623.23,6785.21,6420.94,90829.38,16851.37,12512.55,6996.44,36360.36,127189.74
80439.76,1300.05,4115.49,85855.3,16970.63,9168.68,6385.08,32524.39,118379.69
96522.57,6456.37,6740.42,109719.36,25125.4,12417.22,1859.48,39402.1,149121.46
64201.02,7485.31,612,72298.33,13335.42,12185.57,5696.34,31217.33,103515.66
119469.9,3545.85,2847.42,125863.17,21303.92,12863.34,2115.44,36282.7,162145.87
91560.9,8576.64,11960.16,112097.7,20269.4,12851.02,1699.36,34819.78,146917.48
32006.19,1092.92,561.29,33660.4,4230.77,8695.9,2697.83,15624.5,49284.9
68515.59,26008.93,5096.51,99621.03,21128.54,13908.77,7809.81,42847.12,142468.15
129136.41,2562.75,7063.38,138762.54,22925.25,11885.88,2377.03,37188.16,175950.7
131410.2,3638.38,7616.75,142665.33,26566.9,12918.24,2409.84,41894.98,184560.31
52214.92,819.59,260,53294.51,11482.09,13068.81,4252.03,28802.93,82097.44
82319,8083,1476.95,91878.95,15104.7,13118.69,4079.71,32303.1,124182.05
118383.55,12463.23,14923.76,145770.54,24874.9,12998.46,2420.48,40293.84,186064.38
63579.9,4975.84,1546.16,70101.9,19334.49,12734.16,5409.32,37477.97,107579.87
28198.8,61.55,1007.11,29267.46,6407.77,3017.38,2363.64,11788.79,41056.25
93249.4,128.69,2351,95729.09,20382,12512.55,6819.81,39714.36,135443.45
28697.57,959.63,670.77,30327.97,169.7,6788.48,2353.94,9312.12,39640.09
22474.46,1886,351.87,24712.33,5292.62,6777.52,1943.88,14014.02,38726.35
94191,16871.8,8484.93,119547.73,21547.41,13054.94,1906.1,36508.45,156056.18
143440.12,14851.31,14401.19,172692.62,27295.65,12918.24,2917.31,43131.2,215823.82
13268,802.5,17.12,14087.62,2472.36,3092.62,1077.91,6642.89,20730.51
61117.5,1666.18,1878.13,64661.81,13774.99,13054.94,5185.98,32015.91,96677.72
69417.01,3115.33,192,72724.34,13681.24,12918.24,5916.03,32515.51,105239.85
82020.32,26314.93,2792.34,111127.59,17431.64,12436.51,9018.7,38886.85,150014.44
91200.82,1923.06,9218.97,102342.85,19662.11,12801.79,1724.45,34188.35,136531.2
111063.26,3715.27,11929.57,126708.1,25244.21,12864.19,2063.54,40171.94,166880.04
70250.24,27430.52,6688.68,104369.44,18546.52,14099.66,7955.02,40601.2,144970.64
130566.07,26434.27,4723.45,161723.79,26276.86,12424.5,10447.84,49149.2,210872.99
115436.23,25664.46,10140,151240.69,25326.79,12500.56,10290.57,48117.92,199358.61
93992.27,3046.88,1232.4,98271.55,16253.61,12494.57,216.56,28964.74,127236.29
36601.48,2415.62,461.79,39478.89,9102.73,8706.12,3195.98,21004.83,60483.72
137982,3685.72,3089.9,144757.62,24760.2,12801.79,2355.89,39917.88,184675.5
121887.66,4616.2,11447.41,137951.27,23195.45,12918.24,2235.89,38349.58,176300.85
68005.45,11124.46,1558.74,80688.65,14831.09,11961.24,6476.95,33269.28,113957.93
126506.76,10418.38,16111.7,153036.84,28915.16,14778.05,2393,46086.21,199123.05
111377.88,1527.39,23738.52,136643.79,17620.72,11042.82,7485.24,36148.78,172792.57
52327.21,15452.1,3951.8,71731.11,11977.02,7854.75,5710.56,25542.33,97273.44
93131.93,10327.07,12656.49,116115.49,19664.01,12512.55,1870.7,34047.26,150162.75
110610.66,239.51,16352.01,127202.18,20608.82,13068.82,10382.85,44060.49,171262.67
96787.76,48428.12,13918.87,159134.75,26937.87,12298.58,2673.34,41909.79,201044.54
112895.59,3828.2,4381.33,121105.12,20931.83,11894.11,9102.94,41928.88,163034
86368.39,232.26,24750.05,111350.7,23184.39,8533.75,5837.81,37555.95,148906.65
87696,5073.32,9828.11,102597.43,18561.49,12918.24,8430.69,39910.42,142507.85
96446.4,10247.93,1455.45,108149.78,20754.26,12512.55,8427.4,41694.21,149843.99
116140.15,38509.67,11966.04,166615.86,22092.76,13068.82,10523.22,45684.8,212300.66
82815.71,16105,2141.84,101062.55,18946.67,12500.56,8123.01,39570.24,140632.79
81157.05,8233.77,4582.85,93973.67,17142.86,12424.51,7630.31,37197.68,131171.35
66502.38,7083.25,4478.3,78063.93,21079.92,13316.92,5952.43,40349.27,118413.2
61527.13,20774.73,567.53,82869.39,14971.59,12361.75,6252.22,33585.56,116454.95
33776,11777.59,386.16,45939.75,8194.23,12424.5,3653.18,24271.91,70211.66
73899.01,2387.39,648,76934.4,14648.43,12918.24,6107.73,33674.4,110608.8
56680.96,52.24,11678.75,68411.95,11154.61,11017.91,5659.63,27832.15,96244.1
51357.18,14633.16,7063.08,73053.42,11095.73,5523.24,1200.31,17819.28,90872.7
51301.4,268.63,5389.65,56959.68,12329.25,10270.93,4708.25,27308.43,84268.11
129725.48,4047.16,7783.61,141556.25,28673.38,15816.57,2356.5,46846.45,188402.7
73458.75,27.62,860,74346.37,16248.09,12856.98,6132.87,35237.94,109584.31
119031.24,173.61,13795.34,133000.19,26652.33,10866.66,8930.95,46449.94,179450.13
76161,14599.93,1180,91940.93,15925.04,12424.5,7474.23,35823.77,127764.7
100465.32,8513.62,3482.28,112461.22,22923.72,12500.57,8989.11,44413.4,156874.62
99473.51,1729.59,2150.7,103353.8,19961.43,12918.24,8290.91,41170.58,144524.38
53712.49,4507.97,2631.89,60852.35,16454.98,11396.84,4432.62,32284.44,93136.79
16248,4475.24,471.5,21194.74,3750.18,2867.18,1692,8309.36,29504.1
44135.64,3776.64,1482.04,49394.32,10761.01,13708.29,3706.86,28176.16,77570.48
94550.34,8780.55,12027.01,115357.9,26836.18,12257.31,1975.75,41069.24,156427.14
79222.01,15853.93,6146.19,101222.13,14697.65,12801.79,8295.43,35794.87,137017
62187.01,5102.43,1446.55,68735.99,13058.44,12424.5,5630.75,31113.69,99849.68
36699.1,1306.94,4265.48,42271.52,7988.34,9242.82,3728.87,20960.03,63231.55
91190.53,14.98,5338.02,96543.53,18549.22,12801.79,1508.89,32859.9,129403.43
39093.53,2620.32,11247.2,52961.05,7179.94,6698.35,4614.21,18492.5,71453.55
73471.02,1307.37,3044.09,77822.48,16192.94,13054.94,5876.74,35124.62,112947.1
116584,525.47,13455.7,130565.17,24486.99,13054.94,2078.37,39620.3,170185.47
97084.01,17110.74,3008.1,117202.85,22329.07,12452.66,9412.68,44194.41,161397.26
47347.1,8.75,1645.95,49001.8,12215.63,12452.66,3956.25,28624.54,77626.34
137982.14,3010.08,1500.01,142492.23,29786.91,12452.66,2343.76,44583.33,187075.56
152129.36,32214.95,20528.46,204872.77,30474.15,15978.61,3454.26,49907.02,254779.79
56206.13,9274.76,10584,76064.89,9982.31,4925.74,1270.89,16178.94,92243.83
84644,27983.05,12838.94,125465.99,19310.76,12424.5,9803.54,41538.8,167004.79
83697,43525.1,10342.29,137564.39,20330.85,12500.56,10555,43386.41,180950.8
69501.3,11690.29,4022.15,85213.74,15980.9,12500.56,6735.2,35216.66,120430.4
25925.69,2773.03,544.95,29243.67,5578.55,6081.59,2345.72,14005.86,43249.53
77641,6557.72,1902.11,86100.83,17292.93,10513.08,6958.89,34764.9,120865.73
36359.9,67.87,5800.49,42228.26,8097.85,7088.45,3399.53,18585.83,60814.09
22535.33,19155.45,3545.41,45236.19,5412.32,6626.58,3570.77,15609.67,60845.86
63748.47,11218.33,327.56,75294.36,18722.66,13507.03,5430.21,37659.9,112954.26
105509.21,22536.91,8538,136584.12,21297.7,12918.25,9653.01,43868.96,180453.08
17260.41,244.69,2786.02,20291.12,3166.97,3585.91,1670.03,8422.91,28714.03
91962.03,7484.95,12337.15,111784.13,17951.37,12801.79,8790.43,39543.59,151327.72
80143,4083.22,8190.66,92416.88,18488.7,13054.94,1515.17,33058.81,125475.69
62064.7,636.88,4562.38,67263.96,13625.13,12488.57,5532.9,31646.6,98910.56
119450.18,3213.79,8958.66,131622.63,23683.74,12424.5,2233.3,38341.54,169964.17
80066.14,27332.99,8706.78,116105.91,15446.91,11639.41,8927.9,36014.22,152120.13
98502.41,3252.63,9471.95,111226.99,21768.31,13955.23,1965.29,37688.83,148915.82
58212.16,11507.92,727.42,70447.5,14259.79,11712.67,5394.54,31367,101814.5
140432,26885.9,826.35,168144.25,24932.18,13068.8,2835.08,40836.06,208980.31
112703.72,24426.8,24582.65,161713.17,28998.7,15230.56,2744.19,46973.45,208686.62
111705.24,55219.37,19063.9,185988.51,22144.98,14994.09,2733.32,39872.39,225860.9
113948.42,1052.39,739.81,115740.62,20214.23,9165.63,1976.72,31356.58,147097.2
92541.19,23067.87,14943.59,130552.65,19893.37,12434.16,2151.48,34479.01,165031.66
80990.68,4239.78,1281.75,86512.21,15315.18,12445.68,7082.59,34843.45,121355.66
93645.45,4416.07,12835.25,110896.77,22334.23,12979.62,1810.9,37124.75,148021.52
75998,4532.47,6936.74,87467.21,14095.85,12801.79,7276.89,34174.53,121641.74
44127.33,32.38,3649.7,47809.41,6641.22,12458.61,3848.4,22948.23,70757.64
70072.8,8449.68,1372.22,79894.7,17193.91,14060.01,5830.87,37084.79,116979.49
68822,53.9,9835.41,78711.31,13501.87,12801.79,6496.14,32799.8,111511.11
30402.55,3155.19,581.57,34139.31,7922.47,7107.72,2672.91,17703.1,51842.41
130961.06,12386.74,15647.57,158995.37,31527.55,15230.57,2669.32,49427.44,208422.81
73412.99,10489.37,880,84782.36,14598.18,12918.25,6969.42,34485.85,119268.21
116942.89,456.94,6500.42,123900.25,22542.72,10525.98,2105.48,35174.18,159074.43
57171.59,374.19,2668.63,60214.41,10186.33,12004.55,4828.98,27019.86,87234.27
63210.8,17849.01,4886.18,85945.99,15274.17,12500.55,6903.65,34678.37,120624.36
62155.52,4796.51,4802.04,71754.07,14352.35,12500.56,5906.35,32759.26,104513.33
71600.55,23.19,1705.62,73329.36,14391.91,12878.77,6058.63,33329.31,106658.67
65813.67,36438.75,7249.8,109502.22,20970.4,13360.24,8345.53,42676.17,152178.39
54378.01,1368.89,5865.19,61612.09,11187.34,12918.24,4823.71,28929.29,90541.38
119355.3,3.58,3210.24,122569.12,24905.39,12512.55,2038.95,39456.89,162026.01
34967.59,45541.05,4370.93,84879.57,8442.02,4166.84,1437.99,14046.85,98926.42
116392.31,14541.6,14766.37,145700.28,23937.58,15712.77,2451.4,42101.75,187802.03
125894.49,23230.68,4999.35,154124.52,22824.71,13068.8,10666.91,46560.42,200684.94
21134.87,3641.18,819.29,25595.34,5611.96,6548.68,1933.39,14094.03,39689.37
109834.32,10104.75,17588.86,137527.93,23227.9,14827.46,2228.7,40284.06,177811.99
113781.77,13397.04,12994.95,140173.76,23289.39,12644.38,2331.46,38265.23,178438.99
23981.19,2699.43,844.37,27524.99,6121.45,7446.4,2080.07,15647.92,43172.91
37994.6,1001.47,702,39698.07,7201.44,7631.8,3206.64,18039.88,57737.95
75218.01,6835.8,14005.56,96059.37,15936.77,12801.79,8041.3,36779.86,132839.23
62468.51,3523.3,1758.95,67750.76,12625.33,12918.24,5582.69,31126.26,98877.02
67070.62,8190.31,720.3,75981.23,18290.02,13588.32,5968.41,37846.75,113827.98
58211.41,4822.77,694.95,63729.13,12558.85,12512.56,4790.82,29862.23,93591.36
112703.25,5987.38,13064.55,131755.18,23068.64,12524.53,2192.53,37785.7,169540.88
107978,1763.57,16114.97,125856.54,24483.04,12424.5,9872.86,46780.4,172636.94
136959.95,1195.65,1318.92,139474.52,28515.01,12512.55,9589.63,50617.19,190091.71
96710.81,1990.88,2502.37,101204.06,22110.59,12477.27,8340.83,42928.69,144132.75
113523.08,935.79,7145.56,121604.43,21929.24,12918.24,2023.43,36870.91,158475.34
26696.53,620.78,1573.55,28890.86,3685.56,7707.44,2276.69,13669.69,42560.55
82775.6,7613.86,1003.75,91393.21,15591.28,13068.8,7459.73,36119.81,127513.02
49601,1164.78,2444.73,53210.51,12380.41,12424.5,4313.48,29118.39,82328.9
69912.61,15207.52,9469.97,94590.1,14165.51,13131.16,7758.12,35054.79,129644.89
116584,37559.07,15021.39,169164.46,20792.2,12801.79,2807.43,36401.42,205565.88
42161.53,9968.07,952.54,53082.14,10902.92,10423.24,3814.87,25141.03,78223.17
53457.6,14059.78,5516.06,73033.44,10575.04,8729.16,5938.11,25242.31,98275.75
71922.2,42669.72,7531.99,122123.91,19133.16,14432,9352.89,42918.05,165041.96
66756.7,6994.3,3507.8,77258.8,19246.68,13155.03,5988.8,38390.51,115649.31
55026.03,462.15,1572.3,57060.48,10927.03,12918.24,4703.41,28548.68,85609.16
58476.65,7.73,1700,60184.38,12347.32,11825.07,4516.53,28688.92,88873.3
67719.45,316.23,647.58,68683.26,12615.57,13068.8,5568.96,31253.33,99936.59
92790.32,912.35,9331.34,103034.01,19782.89,12512.55,8395.08,40690.52,143724.53
55855,45.76,8468.44,64369.2,13784.9,12424.5,5260.31,31469.71,95838.91
135837.76,24939.77,14215.68,174993.21,24202.41,12832.57,2850.17,39885.15,214878.36
84416.96,11310.55,15105.58,110833.09,15007.49,9664.43,1865.02,26536.94,137370.03
75033.01,8044.69,1540,84617.7,15045.98,12918.24,6962.53,34926.75,119544.45
53903.5,1511.34,574.45,55989.29,9920.46,11526.91,4711.74,26159.11,82148.4
121003.76,120.7,22977.6,144102.06,30015.36,10947.56,9892.98,50855.9,194957.96
64010.69,106.78,3432.72,67550.19,12618.61,7420.12,4257.96,24296.69,91846.88
64668.6,1288.63,3182.34,69139.57,12383.3,13068.8,5723.28,31175.38,100314.95
80857.2,25004.33,19056.97,124918.5,20937.81,12500.56,9761.47,43199.84,168118.34
143825.4,733.79,263.85,144823.04,26078.05,13068.81,10475.18,49622.04,194445.08
63402.74,6349.95,1623.01,71375.7,16640.99,13219.02,5524.44,35384.45,106760.15
48112.08,1473.23,380,49965.31,10876.75,9423.31,4002.8,24302.86,74268.17
63855.02,1618.41,200,65673.43,12547.46,12918.24,5408.13,30873.83,96547.26
68186.97,18826.86,9040.5,96054.33,16484.06,12263.23,7591.62,36338.91,132393.24
28553.49,618.8,91.03,29263.32,6284.62,2629.43,2344.57,11258.62,40521.94
78380.1,3620.15,2330.63,84330.88,17207.55,12512.55,6488.75,36208.85,120539.73
64638.65,654.4,510,65803.05,12797.42,12918.24,5441.72,31157.38,96960.43
41216.21,6958.23,2634.19,50808.63,12752.94,8196.59,3926.54,24876.07,75684.7
60670.38,6738.71,866.96,68276.05,13695.83,7641.87,5434.88,26772.58,95048.63
112703.74,31927.07,18372.8,163003.61,25651.74,15245.17,2734.39,43631.3,206634.91
55747.75,21193.34,5320.46,82261.55,13697.58,12457.21,6522.88,32677.67,114939.22
131177.26,33586.32,8722.2,173485.78,24776.22,15683.42,2844.26,43303.9,216789.68
57645.01,158.31,5064.92,62868.24,11846.49,12918.24,5178.93,29943.66,92811.9
91572.02,5505.86,18962.37,116040.25,19276.72,12801.79,9226.71,41305.22,157345.47
45058.5,990.2,3857.99,49906.69,9254.79,5573.12,815.17,15643.08,65549.77
11487.9,2508.16,360,14356.06,3056.76,2586.32,1130.62,6773.7,21129.76
65319.5,13792.22,6206.87,85318.59,20527.44,13259.93,6438.45,40225.82,125544.41
60121.1,111.97,6646.11,66879.18,12158.3,11053.87,5574.81,28786.98,95666.16
14337.22,2130.16,308.7,16776.08,377.1,3429.1,1406.01,5212.21,21988.29
72509.15,10393.62,600,83502.77,15140.68,10639.51,6889.69,32669.88,116172.65
54250.03,313.36,3113.06,57676.45,12094.36,13068.8,4688.17,29851.33,87527.78
123299.66,2057.99,11811.15,137168.8,23950.98,12900.3,2330.84,39182.12,176350.92
64415.94,415.8,6830.72,71662.46,12958.68,11694.02,5641.57,30294.27,101956.73
48393.06,3162.6,8774.48,60330.14,9944.62,9596.3,4827.09,24368.01,84698.15
65289.25,581.64,4345.19,70216.08,14724.15,11655.3,5755.86,32135.31,102351.39
43749.21,1803.44,1367.19,46919.84,11546.03,9121.4,3689.56,24356.99,71276.83
60405.45,1506.43,1029.8,62941.68,11386.55,13034.52,4775.16,29196.23,92137.91
73373.02,536.17,9674.08,83583.27,15903.24,9238.88,1456.41,26598.53,110181.8
138820.08,38898.99,3998.43,181717.5,27446.82,12424.5,3099.8,42971.12,224688.62
36948.4,2314.74,1907.26,41170.4,8452.67,6801.07,3309.15,18562.89,59733.29
69125.22,464,3219.26,72808.48,17430.51,13874.2,5680.69,36985.4,109793.88
57922.3,5618.39,6298.79,69839.48,11431.4,13068.8,5705.59,30205.79,100045.27
72540.33,14412.36,9550.63,96503.32,18172.24,14084.85,1602.82,33859.91,130363.23
63545.73,15773.57,9272.69,88591.99,14087.51,8612.76,1490.83,24191.1,112783.09
28865.75,218.95,980.74,30065.44,6238.13,3083.23,504.54,9825.9,39891.34
29156.41,5677.1,2853.52,37687.03,7038.34,3735.8,3091.19,13865.33,51552.36
57922.3,363.66,5307.99,63593.95,11498.53,13068.8,5210.95,29778.28,93372.23
83181.32,25172.56,21917.42,130271.3,18598.55,13068.8,10098.36,41765.71,172037.01
82319,7903.88,5136.37,95359.25,15194.13,13118.68,3545.08,31857.89,127217.14
68443.88,40685.32,6589.71,115718.91,20325.83,13866.54,9010.5,43202.87,158921.78
11494.39,30.04,1295.95,12820.38,2909.39,2285.87,852.79,6048.05,18868.43
60162.98,1892.92,2677.95,64733.85,13791.09,12251.69,5298.72,31341.5,96075.35
51742.83,483.56,604.8,52831.19,13505.63,12069.5,4134.53,29709.66,82540.85
48265.28,344.28,2125.6,50735.16,10958.75,10368.64,4158.19,25485.58,76220.74
68994.56,17847,5063.77,91905.33,20300.49,13595.99,6970.08,40866.56,132771.89
160396.67,3920.16,17112.99,181429.82,28454.79,12969.05,3040.41,44464.25,225894.07
53090.59,18266.83,2348.72,73706.14,15837.32,11287.88,5708.46,32833.66,106539.8
121595.29,26770.41,898.85,149264.55,21608.09,13131.16,2533.88,37273.13,186537.68
158411.04,1491.82,16620.8,176523.66,29922.85,12801.79,368.04,43092.68,219616.34
35270.72,1247.6,4210.56,40728.88,7434.53,5769.25,3387.62,16591.4,57320.28
15622.1,218.08,144.04,15984.22,3460.1,2921.59,812.81,7194.5,23178.72
45878.33,630.92,479.21,46988.46,10182.25,7711.94,3910.2,21804.39,68792.85
158369.78,10524.21,4119.58,173013.57,32991.9,12524.53,2778.74,48295.17,221308.74
31772.3,1627.85,1055.29,34455.44,6020.85,4940.14,3018.9,13979.89,48435.33
83697.08,5490.73,5436.6,94624.41,18907.89,12500.56,7404.21,38812.66,133437.07
89976.92,2793.68,8527.09,101297.69,20582.47,13155.36,7874.46,41612.29,142909.98
130961.05,48412.06,32115.7,211488.81,32644.76,15245.17,3444.93,51334.86,262823.67
83469.09,1435.69,3963.25,88868.03,19611.05,12488.58,6979.32,39078.95,127946.98
32160,4239.85,5303.58,41703.43,5709.66,2867.19,695.04,9271.89,50975.32
54746.63,18201.23,8396.73,81344.59,11191.05,9867.07,6591.49,27649.61,108994.2
44040.06,183.15,142.62,44365.83,8315.55,8612.17,3482.09,20409.81,64775.64
71162.04,4800.58,624,76586.62,13072.28,12801.79,6031.85,31905.92,108492.54
95946.8,38786.34,17698.9,152432.04,26729.51,12452.66,2512.74,41694.91,194126.95
96891.34,2924.57,600,100415.91,21836.72,12512.53,8062.16,42411.41,142827.32
65152.71,1256.93,4327.08,70736.72,14454.11,12608.42,5405.76,32468.29,103205.01
87625.8,5827.72,17385.62,110839.14,25557.34,11136.48,1945.22,38639.04,149478.18
150233.95,17654.16,9702.98,177591.09,31297.63,15196.12,3026.88,49520.63,227111.72
35525.96,13927.23,3554.41,53007.6,7944.5,7296.71,4260.88,19502.09,72509.69
60043.7,6082.26,1095.77,67221.73,15909.7,13898.93,5153.18,34961.81,102183.54
60728.83,6127.81,379.05,67235.69,12618.03,11414.77,5340.36,29373.16,96608.85
73415.7,12983.76,1440,87839.46,15959.15,12512.55,7144.61,35616.31,123455.77
113953.07,32364.35,17598.54,163915.96,22605.78,15831.12,2654.4,41091.3,205007.26
67836.67,12147.8,4941.78,84926.25,17524.31,13613.26,6415.12,37552.69,122478.94
88538.6,12525.74,8458.77,109523.11,16689.03,10964.17,1841.98,29495.18,139018.29
68158.36,2806.59,40,71004.95,13947.43,11412.03,5823.3,31182.76,102187.71
80574.04,6305.73,3976.66,90856.43,17448.31,13054.94,3270.23,33773.48,124629.91
93323.21,11066.56,15219.39,119609.16,19655.68,12536.52,1929.11,34121.31,153730.47
141484.06,47936.61,21011.07,210431.74,28680.39,14390.66,3553.37,46624.42,257056.16
68509.1,7895.83,5302.43,81707.36,13073.81,12801.79,7170.2,33045.8,114753.16
78203.35,9368.84,3898.51,91470.7,16713.55,12228.46,7495.82,36437.83,127908.53
87089,806.76,82.15,87977.91,17951.74,12424.5,6860.49,37236.73,125214.64
57249.84,4977.04,10938.08,73164.96,12995.32,10507.26,5687,29189.58,102354.54
38471.21,2370.33,516.84,41358.38,10959.18,7636.29,3165.97,21761.44,63119.82
117144.5,269.74,12447.27,129861.51,23971.06,12524.52,2162.82,38658.4,168519.91
138558.5,855.58,11748.67,151162.75,29660.34,12452.66,-118.67,41994.33,193157.08
38269.12,391.34,108.88,38769.34,8356.68,8580.98,3056.47,19994.13,58763.47
58871.81,13291.04,3537.42,75700.27,12339.07,12315.13,6093.63,30747.83,106448.1
42322.51,2673.08,3092.58,48088.17,7942.28,5611.6,807.69,14361.57,62449.74
77334.01,2675.42,9074.9,89084.33,17467.96,12464.6,6937.23,36869.79,125954.12
113233.59,16759.38,23167.04,153160.01,25621.4,15196.12,2555.4,43372.92,196532.93
74860.02,895.26,1862,77617.28,16357.1,12272.84,5951.59,34581.53,112198.81
56076.41,416.39,1405,57897.8,12818.03,12424.5,4450.81,29693.34,87591.14
45673.78,100.74,982.58,46757.1,7495.11,12801.79,3824.54,24121.44,70878.54
124348.68,843.16,14334.78,139526.62,25950.98,11010.02,7453.94,44414.94,183941.56
111640.55,53584.11,18851.53,184076.19,26420.11,15816.55,3049.15,45285.81,229362
96446.41,16426.68,7893,120766.09,22245.17,12512.54,9508.01,44265.72,165031.81
50024.1,2998.9,535.38,53558.38,9206.9,7237.91,4404.08,20848.89,74407.27
97557,10498.08,853.28,108908.36,21327.15,13054.92,8937.42,43319.49,152227.85
16534.7,1128.03,194.44,17857.17,4316.12,5651.6,1447.99,11415.71,29272.88
102367.55,3890.56,2047.33,108305.44,21225.65,11293.52,8652.33,41171.5,149476.94
92963,18076.93,7078.79,118118.72,17922.84,12915.67,1968.03,32806.54,150925.26
97742.87,18539.17,7596.96,123879,22109.37,12572.39,1956.37,36638.13,160517.13
33450.67,1927.13,351.26,35729.06,6225.13,7570.56,2750.39,16546.08,52275.14
117135.33,13171.99,20787.16,151094.48,23184.7,12424.49,2245.98,37855.17,188949.65
58353.48,314.54,35.1,58703.12,11493.68,12881.04,4759.53,29134.25,87837.37
58801.4,519.32,1365.77,60686.49,10772.05,12731.93,5634.75,29138.73,89825.22
100355.4,33435.29,9714.95,143505.64,27715.83,13026.84,2407.72,43150.39,186656.03
98107.63,13396.55,5665.5,117169.68,17865.36,12789.47,9491.04,40145.87,157315.55
12786.39,902.21,175.03,13863.63,3104.78,3940.54,1059.12,8104.44,21968.07
37885.83,827.24,932.25,39645.32,9168.97,9286,3274.57,21729.54,61374.86
117347.52,26780.89,15906.59,160035,22534.26,12870.41,10143.84,45548.51,205583.51
118898.15,5680.52,21896.72,146475.39,24969.7,13054.94,2383.56,40408.2,186883.59
66900.31,13474.76,1950.77,82325.84,18832.73,13178.04,6368.22,38378.99,120704.83
119698.33,693.11,1929.46,122320.9,24488.22,12548.5,902.49,37939.21,160260.11
35462,8710.41,2115.4,46287.81,7504.87,6698.35,3641.57,17844.79,64132.6
77094.35,22704.58,1559.49,101358.42,14417.69,13068.8,8299.83,35786.32,137144.74
75992.18,1702.66,649.2,78344.04,15071.6,12942.23,6466.92,34480.75,112824.79
56531,273.73,624,57428.73,11788.47,12424.5,4709.49,28922.46,86351.19
68589.6,24400.04,10274.06,103263.7,17100.73,12477.86,8421.07,37999.66,141263.36
64729.7,12377.26,6419.83,83526.79,17183.34,13006.83,6368.84,36559.01,120085.8
74493.32,1708.2,962.47,77163.99,13760.58,13168.57,6089.73,33018.88,110182.87
135512,33265.31,16454.21,185231.52,28446.13,13054.94,3023.29,44524.36,229755.88
74319.77,134.81,880.95,75335.53,14472.87,10406.36,4366.33,29245.56,104581.09
91659.75,274.67,9502.82,101437.24,18804.16,12314.25,1674.99,32793.4,134230.64
92145.85,8598.1,9344.41,110088.36,20850.47,12332.91,1761.11,34944.49,145032.85
111826.58,43756.51,15257.12,170840.21,21841.2,15535.71,2773.41,40150.32,210990.53
43568.66,8935.64,2882.69,55386.99,13448.57,8664.43,4180.89,26293.89,81680.88
119271.27,1863.15,844.06,121978.48,25772.04,12491.76,2063.35,40327.15,162305.63
81942,19055.6,4916.81,105914.41,17767.79,12424.49,8605.98,38798.26,144712.67
110303.92,31787.33,17634.12,159725.37,25280.5,15627.2,2654.52,43562.22,203287.59
59021.1,9719.18,3188.11,71928.39,17858.87,11981.35,5522.01,35362.23,107290.62
65723.31,7792.64,1529.47,75045.42,19978.01,13160.9,5865.84,39004.75,114050.17
67583.41,8078.94,2041.73,77704.08,20674.16,13535.26,5719.24,39928.66,117632.74
60845.71,23552.18,922.22,85320.11,14934.63,12239.73,6458.54,33632.9,118953.01
99736.03,24360.33,26754.69,150851.05,23123.8,13054.94,10169.55,46348.29,197199.34
107666.62,6017.05,16601.48,130285.15,24352.43,14407.4,1930.91,40690.74,170975.89
101541.7,26470.85,18433.48,146446.03,22917.35,12439.79,2346.26,37703.4,184149.43
26962.5,818.99,3286.32,31067.81,5828.44,2993.43,527.91,9349.78,40417.59
62343.35,14227.24,2814.71,79385.3,12966.79,12399.23,6244.27,31610.29,110995.59
82853.41,6110.58,4590.1,93554.09,15419.05,12919.17,7664.38,36002.6,129556.69
85749.08,4159.66,11256.49,101165.23,19253.89,11397.09,8363.23,39014.21,140179.44
81034.02,4719.98,1307.92,87061.92,17937.08,13054.93,7087.27,38079.28,125141.2
94458.01,21105.48,10682.71,126246.2,17228.39,12801.78,8604.46,38634.63,164880.83
91557.44,2756.35,9578.69,103892.48,24627.19,11628.3,1757.52,38013.01,141905.49
90174.7,1786.52,5691.02,97652.24,18685.99,12894.32,7561.11,39141.42,136793.66
30525.15,5080.16,1177.09,36782.4,8115.05,6364.28,2890.13,17369.46,54151.86
112195.57,7753.58,19756.84,139705.99,25590.62,12383.34,2273.68,40247.64,179953.63
66111.3,22545.4,9121.84,97778.54,13053.08,12851.02,7775.94,33680.04,131458.58
59242.55,10618.88,12084.06,81945.49,14401.86,12391.97,6441.93,33235.76,115181.25
106278.79,25107.47,8687.99,140074.25,22405.34,11548.6,1894.63,35848.57,175922.82
45579.6,12085.51,3150,60815.11,8524.24,4938.21,4893.97,18356.42,79171.53
149531.8,7640.58,19806.32,176978.7,34108.35,15245.17,2844.47,52197.99,229176.69
111535.97,12655.96,13375.19,137567.12,25338.17,13056.79,2294.21,40689.17,178256.29
55111.96,745.69,2154.56,58012.21,10548.44,9536.3,4837.69,24922.43,82934.64
43360.2,3244.56,2441.77,49046.53,8078.68,5437,3834.43,17350.11,66396.64
141901.86,233.66,4522.54,146658.06,31917.06,10866.28,9878.86,52662.2,199320.26
138300.05,17024.27,16794.63,172118.95,33348.66,14272.66,2921.09,50542.41,222661.36
64640,5524.3,3878.4,74042.7,13965.6,4784.53,1255.03,20005.16,94047.86
